Finix Merchant Number,DBA,Action,,
MUuBXZQo9SXdMMDUtWzmgtQc,Classic Auto Interiors LLC,Update non amex to 25 bps,,
MUucgZfdfQhydaUxDsyZZeMd,Bourliers Barbecue  Fireplace Inc,Update non amex to 25 bps,,
MUucN1jCnB4ktjCPgCxEuNp8,Barry M Tuvel,Update non amex to 25 bps,,
MUuD5PhZSdTFNWHWVgaWawcu,Veterans Plumbing Services LLC,Update non amex to 25 bps,,
MUudRZnSXup1mAqoe95GNDoR,SK Stones Orlando LLC,Update non amex to 25 bps,,
MUuESaJffuThqqnAmnxhsVxc,AM Dental Professionals PA,Update non amex to 25 bps,,
MUuEvcobUCL2KzrMZMHPFwXm,BucksCo Math LLC,Update non amex to 25 bps,,
MUuewt8UuMrxLU4KKRpudrGG,Milwaukee Lawn Sprinkler Corp,Update non amex to 25 bps,,
MUuf1zdHHeKtzFByH3ycnLJV,Big Stone Foundation,Update non amex to 25 bps,,
MUugGxpPfKX83Wkmzh1sHbW,KUMARAPPAN MD,Update non amex to 25 bps,,
MUugn1yvoF3dtrBm5xzNXVnm,Nova Smiles LLC,Update non amex to 25 bps,,
MUuGShZyL9D3aM1p9ehsgRAG,"Imerex, Inc",Update non amex to 25 bps,,
MUuji5swLXeSfSauJprcdbFC,Pierce and Co General Store LLC,Update non amex to 25 bps,,
MUuJNWgvZPYzR47RbJ1JxikU,Circle D Construction,Update non amex to 25 bps,,
MUuK6MZAe2bVY4xssvax8cE8,Fisher Water Service,Update non amex to 25 bps,,
MUukko6UrspT6pUEQB1uRdRN,4K Family Dental,Update non amex to 25 bps,,
MUuL1xizEy29syNuvFkZ5SyT,"Kuker-Ranken, Inc.",Update non amex to 25 bps,,
MUuLY3VMn9ZgJKPUmoywW3Rt,"Vdara Secret Suites, LLC",Update non amex to 25 bps,,
MUum9Ci38cdxCpztjV9oBDr3,Cynthia Hale Seeley,Update non amex to 25 bps,,
MUuMmvqzvhCcfzsTPM76ZNN1,DKSH North America Inc,Update non amex to 25 bps,,
MUuMSiZqjK1JpW3C55MgKjqf,Wild Wellness Integrative Medicine,Update non amex to 25 bps,,
MUuojuxRyJKtrEubDiD3ADeV,West Coast Truck and Trailer Leasing Inc,Update non amex to 25 bps,,
MUuPuKPBQ1PJFbydkVdYbBY4,David Spilkia DMD PC,Update non amex to 25 bps,,
MUupW49H7rTJJCWD9U3jnyzD,Diehl Collision of Cranberry LLC,Update non amex to 25 bps,,
MUuQch6Csw4RgqPC8VFxP6XR,Integrity Surgical Associates,Update non amex to 25 bps,,
MUuqG3Hi88V6Vqy16En1cpsF,Obsidian Solutions Group LLC,Update non amex to 25 bps,,
MUuQHmaff3GujdgDGS8XimTh,Hit It Hard Orlando III LLC,Update non amex to 25 bps,,
MUuQNnAUbd5V4NMaZcUyB6o3,Del Valle Storage LLC,Update non amex to 25 bps,,
MUuQVVjH2PiK4gUnQPEDctWe,Absolute Central Technologies,Update non amex to 25 bps,,
MUuQwbni8NUPUH9to86Y6wfD,EDS Corporation,Update non amex to 25 bps,,
MUusFg2xLT8q2MAsUWPPtPTi,J & O Tax Bookkeeping Inc,Update non amex to 25 bps,,
MUuSqHfpSTG4escUxk4Ta66X,H L RISINGER DDS MSD INC,Update non amex to 25 bps,,
MUusZmKPgYDpw3ZYXtUdcyR5,Raihan Nazir DDS Inc.,Update non amex to 25 bps,,
MUut5kVQM1VoA1avykKtkR3i,"Evolve of Jersey City, LLC",Update non amex to 25 bps,,
MUutdFVZeAD8MKZoDpWAVrH5,Bounty Island Inc,Update non amex to 25 bps,,
MUutTr5moqZUNvbLHHL9NgjW,Best Life Counseling Services,Update non amex to 25 bps,,
MUutV993b5Wk5joaffbidyWz,Texas Tax Group,Update non amex to 25 bps,,
MUuuaPU1yGwhQn8Y5cxxA8fp,Davidson RV Inc,Update non amex to 25 bps,,
MUuuCHn4boZ4x8orM4tuptYd,Kettle Falls Inn LLC,Update non amex to 25 bps,,
MUuVFppfr12qcYc3n1jhBrix,Eugenio Velasquez Alvarez,Update non amex to 25 bps,,
MUuvH7wUdUbWGz7rMeuKVMRg,Dante E Gulino JR DDS MD PC,Update non amex to 25 bps,,
MUuvNuRZ6aD9XG22ZJVNGT5X,ClearForMe,Update non amex to 25 bps,,
MUuVpuU5sN2hoe2Yr5FvJUem,Cedar Park Aesthetics,Update non amex to 25 bps,,
MUuW76uoZRscQ6qweVxKQbWg,Daniels Family Dentistry,Update non amex to 25 bps,,
MUuWphii8LhvxUSVh9NrsSCw,"A. J. ALUMINUM PRODUCTS, INC.",Update non amex to 25 bps,,
MUuWPPZHLFMbzN74nYYvG9rD,"Kyle P Duffy DMD, LLC",Update non amex to 25 bps,,
MUuXAxe6qNEmKecUpQ5RVPsV,MT retailers LLC,Update non amex to 25 bps,,
MUuxMnKpqAjwhHnpxxr1fTYn,Emig Hospitality LLC,Update non amex to 25 bps,,
MUuXPnrdPSD15TGmmbsLWvEe,Mobile Integrate,Update non amex to 25 bps,,
MUuXyaHp5vKw6BeK36KjWdwe,"PayCertify, Inc.",Update non amex to 25 bps,,
MUuxzQJefFknxbfj8kFCCRyZ,Majux Marketing LLC,Update non amex to 25 bps,,
MUuYJpXRgDATPkR9Zno5TWuA,Grounds for Thought,Update non amex to 25 bps,,
MUuyPDpMaUyWrHp6aRtiwL2H,212 Steakhouse Inc,Update non amex to 25 bps,,
MUuYpfnptkaLp9uCSppkA2js,Phoholic Taste of Vietnam,Update non amex to 25 bps,,
MUuZ4kHp5AD94yhGM3qYG8Gc,GARDEN STATE CARDIOVASCULAR,Update non amex to 25 bps,,
MUuztyccFRCUx1KoSfVQNiVX,Tomball Storage LLC,Update non amex to 25 bps,,
MUv1khmNonrTa8UwS95ADA2f,"360 Sports, Spine and Wellness, Inc.",Update non amex to 25 bps,,
MUv1MzFFVVy45GMKGjnAnXST,Sayegh & Associates LLC,Update non amex to 25 bps,,
MUv2DPUy4EupoaHog6jKNq35,Keeper Holdings,Update non amex to 25 bps,,
MUv2jP5GXoG3GdxQmmSUiwwd,Jose Arias,Update non amex to 25 bps,,
MUv42HaoscmDJju3UdWR9L7A,Atlas Industries Inc,Update non amex to 25 bps,,
MUv4FTWpEjxfV7dnygbS918E,Amplify My Business,Update non amex to 25 bps,,
MUv4PRA3bHcs67cX4stBKQ1a,AJ & L Crane Service Inc.,Update non amex to 25 bps,,
MUv5s2qCWqePk55ikW19TSyB,Css Services Corp,Update non amex to 25 bps,,
MUv6HouXfhCVsqro9R4gzTZs,MM8 Distribution Corp,Update non amex to 25 bps,,
MUv854oq6adsop3paoLQgqyp,Stewart Floor LLC,Update non amex to 25 bps,,
MUv8KR9wuuGqfTzQbdGLNTZD,PC Events Catering,Update non amex to 25 bps,,
MUvAd638LP196xPiwa2aKVVE,Allied Medical Services INC,Update non amex to 25 bps,,
MUvBnqEL3CvNqzUFQ2K6XRWG,Printhub LLC,Update non amex to 25 bps,,
MUvbQhGLRQdSbkJVGEATSqrQ,Mata Amritanandamayi Center,Update non amex to 25 bps,,
MUvbvaeR53GL7q2W8d5Ay9sG,JLF LLC,Update non amex to 25 bps,,
MUvbz5okngnbXNG6g8PH9BPp,Patrick Weimer DDS,Update non amex to 25 bps,,
MUvcDYvf1iPm8C7pBuHJ1H7M,ActiveMed Integrative Health Center,Update non amex to 25 bps,,
MUvDiem7mj6rkyW4PHDGx42p,Purview Life Tulsa LLC,Update non amex to 25 bps,,
MUvDP6P2fUJzPvDFus7idpcU,Even Aesthetics LLC,Update non amex to 25 bps,,
MUvFApXCDXWFc9szvTNUhLc3,BleuSal LLC,Update non amex to 25 bps,,
MUvfDfffDEKJbCjeiEpUhnVX,Western Footprint Corp,Update non amex to 25 bps,,
MUvfjS8uhn8eUUvruPQkTupb,Afterimage Inc,Update non amex to 25 bps,,
MUvFngzpgn68DCVQKHXyrcHy,Testa Partners LP,Update non amex to 25 bps,,
MUvGcPm7LV3dyaN4mm7CK9KJ,J Riggin Associates Inc,Update non amex to 25 bps,,
MUvGhMFQ6K4xivfH75LeMf9S,"PINGSTON ELECTRIC, LLC",Update non amex to 25 bps,,
MUvGVUbgbPhzLFaNPBbVLMyP,Lake Nona H&W Operations LLC,Update non amex to 25 bps,,
MUvH84FnvxE9hhREjH4xEBkQ,Veradyne Unlimited,Update non amex to 25 bps,,
MUvhriuB8Lh7rCtAvPv6ns9U,H Town Technologies Inc,Update non amex to 25 bps,,
MUvhyNYacBCUPTFetPVxKKLv,Boskovic & Srbinovska DDS,Update non amex to 25 bps,,
MUviqCEHMDM1LSpfdiD45uMY,Thai Legacy Restaurant LLC,Update non amex to 25 bps,,
MUvjE3Gh44X65YW5y6uLetVw,Greenbelt Dental Associates LLC,Update non amex to 25 bps,,
MUvjv37zPkLuknZCfzRSXaEg,Serenity Moving Services llc,Update non amex to 25 bps,,
MUvk9Ct9KYSGwMDKAbVcqKET,Prithipal Sethi,Update non amex to 25 bps,,
MUvKyDf9zRZY9FPsJgzJkZFB,Noble Public Adjusting Group,Update non amex to 25 bps,,
MUVMLZe6FTXMvTpMGiu5kXw,Lenfestey Maxie & Burger PLLC,Update non amex to 25 bps,,
MUvMumryZpSzqMs5co8uH5gj,Sayla Music Academy,Update non amex to 25 bps,,
MUvn1Nw8Eu6zi1VEosUhtubf,Chatterbox Therapy PLLC,Update non amex to 25 bps,,
MUvn6GbT96ttLL7uiQbQt3DQ,Sarah Krause DMD LLC,Update non amex to 25 bps,,
MUvNuWmVsscfM4PPzjVjNEUX,Lacey's Inc,Update non amex to 25 bps,,
MUvpSfTW1qxCNnKG1JyEmDt5,Electronics 2000,Update non amex to 25 bps,,
MUvqACcCgz33q53XtDBFPbxG,Kourosh Mehrabian and Associates D.D.S.,Update non amex to 25 bps,,
MUvqjFAW7rMiatpfVU2gQ7dZ,Pirani Life Inc,Update non amex to 25 bps,,
MUvR93kPu8N1eQF4VAhjCgxN,Avantico LLC,Update non amex to 25 bps,,
MUvraFSMLfLuppHq7UyUEWLJ,RGC family corp,Update non amex to 25 bps,,
MUvRaWPS7v3XtnzUxjPwP6fi,Arthur Storage LLC,Update non amex to 25 bps,,
MUvrdox3q2wi562F66iCGb34,Shonis Shop LLC,Update non amex to 25 bps,,
MUvSyf45AFtWQQ1MFZaXnrhZ,Days End Campground Inc,Update non amex to 25 bps,,
MUvta8Kt87rPbvJNS5ZJ5LEA,Mark Wallace,Update non amex to 25 bps,,
MUvtdhDbZJfbbjJkQ5gCo8Fs,Fard LLC,Update non amex to 25 bps,,
MUvTLerAVQWQYcNDmVTtFMRo,Geneva Ecom Inc,Update non amex to 25 bps,,
MUvtS7eJEnkc8sA28H5TXN7f,Tech Hydraulics Inc.,Update non amex to 25 bps,,
MUvTsSAoPANzJwWbhUFH7L2R,Eastside Eye Candy,Update non amex to 25 bps,,
MUvtXRo453P6ErY6NFQSHPVq,"Apple Healthcare Group, P.C.",Update non amex to 25 bps,,
MUvugAmZW6x8yA8SL5jh3wy6,Inja Moon,Update non amex to 25 bps,,
MUvxGCLhHcAEax5faQKigw5K,St Joseph Dermatopathology,Update non amex to 25 bps,,
MUvXrvEHYRaB4WiRJnhhu9pR,"BJs Printables, Inc",Update non amex to 25 bps,,
MUvxSsmobe3zbrupEcrQGQxN,Fox Tax LLC,Update non amex to 25 bps,,
MUvxzhxnrGrTpAsmsgpzebtT,EnrollVB LLC,Update non amex to 25 bps,,
MUvy3dnZ871L3zd8YKxY6zZk,El Elyon Stone,Update non amex to 25 bps,,
MUvyBgtTyHFA2atg4w2cc8Tm,MADELINE LANE,Update non amex to 25 bps,,
MUvyH1Ejf884K9y9Yd8VA8je,"Inflatable Boat Center, Inc.",Update non amex to 25 bps,,
MUvzD6RBLsaLfWNkVDfgbCj7,Anytime Certification L.L.C.,Update non amex to 25 bps,,
MUvzkJ9yBKBmN57Dx9LeSSfj,Bonita Lake LLC,Update non amex to 25 bps,,
MUvzsQHKwx3128fEi22nhQeN,"TWAcomm.com, Inc.",Update non amex to 25 bps,,
MUw13pSW8BcqZA4rPpPPyZFd,AMAZING ENTERPRISE LLC,Update non amex to 25 bps,,
MUw1h9NGjFo6LikWpDe53Yne,ALV Twinsburg,Update non amex to 25 bps,,
MUw2r7n4GpCXzAyKdFbKi7az,Food Service Prep LLC,Update non amex to 25 bps,,
MUw2ZznKuW5qJuHyZ2MP2XXe,Circle D Construction,Update non amex to 25 bps,,
MUw3wcXKdvNoReuddiCuDsTE,DHN Home Services LLC,Update non amex to 25 bps,,
MUw49uDiLJcHMb1eoq6hWm7N,John B Caldieraro III DMD PC,Update non amex to 25 bps,,
MUw4kHZXAsqKui182LuDSe3w,OakVet Animal Specialty Hospital Inc,Update non amex to 25 bps,,
MUw5AUb5LcMesYr6ggv9ZeHW,Garland Industries LLC,Update non amex to 25 bps,,
MUw6oFeCkyKyGUwJ8H9nADaZ,Ong Plastic Surgery,Update non amex to 25 bps,,
MUw7AC8MPDTZyQu8N3fMzaY7,Bob Taylor,Update non amex to 25 bps,,
MUwa6kWtFDKzNqi4KLZa762i,shankle llc,Update non amex to 25 bps,,
MUwA6tLcfB84Y1UbPsJmH69b,H and W Transportation LLC,Update non amex to 25 bps,,
MUwB4qikF8mqhcretc5Tmv3,Steinway Piano Gallery of Milwaukee,Update non amex to 25 bps,,
MUwbkLAXhbKZ8BGqcb6nt9gJ,INDEX D LLC,Update non amex to 25 bps,,
MUwCAd5BiUqafiUrY4n4AxFA,Marathon Training Academy LLC,Update non amex to 25 bps,,
MUwCBmzVxmF9UGUSdqbtqCkr,Quiet Lawn LLC,Update non amex to 25 bps,,
MUwcHSz9tMH9g4mJixgm8cDN,CARL NEAL,Update non amex to 25 bps,,
MUwd28kRecFdBPNHLNiZNKrJ,Ridgway Storage LLC,Update non amex to 25 bps,,
MUwDAuH9EbFNpk5sNnNNStyS,Vienna 6211 Corp,Update non amex to 25 bps,,
MUwdHqW9ZgAS92ML3enWQRtG,Nelson Management Services LLC,Update non amex to 25 bps,,
MUwDS8ujPp2AqRDvNgMU9Jje,SCT Carpentry,Update non amex to 25 bps,,
MUwdTpfzqTVyHDSFwJ1gH3Sk,Prodigy Plumbing Inc,Update non amex to 25 bps,,
MUwe7BY367eLiRMxDb69iRMS,Ajay & G Jeet Associates LLC,Update non amex to 25 bps,,
MUwEC9QKRGTLse1ip34vnnQM,Traders Broadcast Network LLC,Update non amex to 25 bps,,
MUwefMgDHTjecwTFJUC41nGh,Feathers and Fur Express LLC,Update non amex to 25 bps,,
MUwEvEC2zNcg22x2cY6x2T43,Ideal Selling Solutions Inc,Update non amex to 25 bps,,
MUwFbjG1n8o75PdHDdZxBJa3,Augusta Wellness LLC,Update non amex to 25 bps,,
MUwGBLE5aPYNzxpY1Vofeo4d,Milwaukee Dancing LLC,Update non amex to 25 bps,,
MUwgLy5h3sX2y6mTM12H4BkK,NexRep LLC,Update non amex to 25 bps,,
MUwHWgP7BHEmtMWn3ifMCetc,Whitehill Manufacturing,Update non amex to 25 bps,,
MUwihY2ZYnb28AM4hQpMSXsr,"Rome Enterprises II, Inc.",Update non amex to 25 bps,,
MUwipjTqcG8piQCuQMzKqczp,Best Face & Body Inc,Update non amex to 25 bps,,
MUwkLj9g35yAEgqLd7GiYmPN,Kanar Inc,Update non amex to 25 bps,,
MUwLezvVBAgH9yuD1DkB8exx,"Creative City project, inc",Update non amex to 25 bps,,
MUwLYbyE6A2RVZT7KWfK25XU,RoamRig LLC,Update non amex to 25 bps,,
MUwmboBkhHr8Ck8j62j41D5T,Deco Fence,Update non amex to 25 bps,,
MUwMEE2ARwpcCE8Rb6tvZCb7,Mata Amritanandamayi Center,Update non amex to 25 bps,,
MUwmNWkXxPHDw5gEybdjUmRY,Paquita Global LLC,Update non amex to 25 bps,,
MUwNh1GhZ8nXi9ziD5A9nyRg,Cabinet Startup LLC,Update non amex to 25 bps,,
MUwp1hmvbmibYSmgrXxNWtLB,Lush Life Aesthetics Medical Corp,Update non amex to 25 bps,,
MUwpeCAb3BfwD3PSPpHhB2cf,WHAC Limited LLC,Update non amex to 25 bps,,
MUwQqRBzLDoS9DxwhXVyYFDS,Renew Cabinet Coatings LLC,Update non amex to 25 bps,,
MUwrfUJCVfeazcc4K7TQrBdp,Jamie Carmona,Update non amex to 25 bps,,
MUwrKDRfSZPKZhstp8CbnfHd,"A. J. ALUMINUM PRODUCTS, INC.",Update non amex to 25 bps,,
MUwrXwiCVTGS5eZYNg1vVSWR,THE PET GALLERY LLC,Update non amex to 25 bps,,
MUwsxeL9uxePNBqStFGLaLeB,B & B Johnson Plumbing LLC,Update non amex to 25 bps,,
MUwttdjKuXBNCioaFGpgAWc8,Leyton USA Inc,Update non amex to 25 bps,,
MUwUfkJaje3VaL7xoYiVbwuQ,Conroe Mini Storage LLC,Update non amex to 25 bps,,
MUwuG6XcnBniYcYECtURWf6Q,Clayton City Florist LLC,Update non amex to 25 bps,,
MUwvssa7yq1SGyNMNNchpuV2,Salud Sin Barreras,Update non amex to 25 bps,,
MUwvxKyPyMPomj5ixnzHZ7SK,Functional Health of Lancaster LLC,Update non amex to 25 bps,,
MUwWXerMWYruHprgS9dqTUXg,Saltz Plastic Surgery,Update non amex to 25 bps,,
MUwxLCPFGMEz3vsimvGs8LKj,Jamie Carmona,Update non amex to 25 bps,,
MUwXvZ1DthSJs6txHR54wVxv,VISION UNLIMITED OF WESTON LLC,Update non amex to 25 bps,,
MUwYPvZwmjfnMgjHfHxT6d5Q,Styrotrim,Update non amex to 25 bps,,
MUwYVMduJdXxPcN7SnEkfm51,Geeks Tech Pro LLC,Update non amex to 25 bps,,
MUwz1ZdoFtUSgE6NFAgWAKqi,Bar Antz LLC,Update non amex to 25 bps,,
MUwzCZGoyRejcz7yioemF3GD,Firefly Family Dentistry,Update non amex to 25 bps,,
MUwznombQxsQY8yuNxF8BXfn,RIOS BRAZILIAN MEAT MARKET & Grocery LLC,Update non amex to 25 bps,,
MUx42wvbhxEn2sc5y8ei92Qs,Greensburg Auto Tag & Notary,Update non amex to 25 bps,,
MUx4K6qn4FBWNxnhP2DkguRj,Georgia Tech Sports,Update non amex to 25 bps,,
MUx4KomMVDJ483wQXvnTHtTa,Prater Way Storage LLC,Update non amex to 25 bps,,
MUx5MK8WNch2LRxhP4wtQmZG,Parker MX Powersports LLC,Update non amex to 25 bps,,
MUx5vRknT4GHmXEc9rqEzfFn,"Sail Away, LLC",Update non amex to 25 bps,,
MUx6NwP2GesQGYp7EZ4hRr6d,"Pierini Esthetic Surgery Center, LLC",Update non amex to 25 bps,,
MUx98HdEPe6T9k7XzUvPCyXP,James J Chao MD FACS PC,Update non amex to 25 bps,,
MUx9B755W2hfYAAdv5ES5Ro2,Mill River Music Inc,Update non amex to 25 bps,,
MUx9Lui1ujb94MGjTpj7SsjR,Vesta Divorce Inc,Update non amex to 25 bps,,
MUxAKsyz4SxoXCcZvrJdU2b4,Jeanne Fuqua ND LLC,Update non amex to 25 bps,,
MUxcTEdduuGXBMyWu7LcZwvC,Paper Plus Inc,Update non amex to 25 bps,,
MUxdBXpJGhNMvqiiSJ9cHXiR,Record Head,Update non amex to 25 bps,,
MUxeob7n7dRCx3NWzPrLBAhJ,Quarry,Update non amex to 25 bps,,
MUxeRAjpdfeHQD9WxMKT3oC1,Steven Simon,Update non amex to 25 bps,,
MUxfbuPq6pxf5dadcVc7TjGH,"CEO Shuffle, Inc.",Update non amex to 25 bps,,
MUxgV1HQuVJNdXhzSqaaRS1k,Darbi Alexander LLC,Update non amex to 25 bps,,
MUxifLiMjTdVLQ7jV7Ect3T3,Auto Show Inc,Update non amex to 25 bps,,
MUxim2wV8GUBQjfA4Qdv9ZHx,PublicRelay Inc,Update non amex to 25 bps,,
MUxiwvoZqsduZ37BXVZUVbc9,Fattmerchant Inc,Update non amex to 25 bps,,
MUxj94V2EYsDYZ81jLtfmcT2,Empire Mastermind LLC,Update non amex to 25 bps,,
MUxjQ195iq3ZqoTSzaPvv8oX,Zimmer Law Group LLC,Update non amex to 25 bps,,
MUxm86R7Z4D8sLpKioTa3YQx,Online Renewal Courses  L.L.C.,Update non amex to 25 bps,,
MUxmvfAV5xcvyiHVScxuekYW,Bluff Country Feed & Seed LLC,Update non amex to 25 bps,,
MUxn4X8CTjSBHFbjote3YWVy,Steven J Krendl PC,Update non amex to 25 bps,,
MUxoda4tUivCpTNPDbqEVWHy,CR Components LLC,Update non amex to 25 bps,,
MUxv1UDWcuEvutwzigUsrvbp,"Vital Sleep Care, PC",Update non amex to 25 bps,,
MUxvE5wfYfHdmzuoaDe7GSb8,Arizona State Urological Institute,Update non amex to 25 bps,,
MUxxne98oJa2vBA5Ms2SNYTG,Monax LLC,Update non amex to 25 bps,,
MUxyDCQLYVgntMqFxQDodWNo,so good dentistry,Update non amex to 25 bps,,
MUxyjef29U6a7dxLJnNGMjcQ,Mi Casa Cake Shop,Update non amex to 25 bps,,
MUxzjYqRK9isL2QUM7CWKQpM,Sirena Medical Aesthestics,Update non amex to 25 bps,,
MUy2NiiPqCD3V4CaqeUasqp,Hill Country Fertilizer,Update non amex to 25 bps,,
MUyKvRkyqrkDcgYAwMWLKHf,MKM Environmental Consulting LLC,Update non amex to 25 bps,,
MUymC7A6PEvqANYvPx6twJF,Casolas Pizzeria & Sub Shop Inc,Update non amex to 25 bps,,
MUyYiFuJo8i8xJfZiAR4WEW,Bridge Marina LLC,Update non amex to 25 bps,,
